Sput_QMC,Vput_QMC
37.6297702497,100.0000000000
37.6987760878,100.0000000000
37.7326075691,100.0000000000
37.7935072330,100.0000000000
37.8021820104,100.0000000000
37.8299294729,100.0000000000
37.9394828017,100.0000000000
37.9701747056,100.0000000000
38.0072468953,100.0000000000
38.0099222364,100.0000000000
38.1562302629,100.0000000000
38.1939832175,100.0000000000
38.2944938960,100.0000000000
38.3811552125,100.0000000000
38.3890131458,100.0000000000
38.4876770103,100.0000000000
38.5224910548,100.0000000000
38.5277937531,100.0000000000
38.5596544183,100.0000000000
38.5983649392,100.0000000000
38.6161147195,100.0000000000
38.6483783220,100.0000000000
38.6576418747,100.0000000000
38.6788503904,100.0000000000
38.7676921218,100.0000000000
38.8370065414,100.0000000000
38.8951707355,100.0000000000
38.9107134735,100.0000000000
38.9915343284,100.0000000000
39.0167200264,100.0000000000
39.0678028048,100.0000000000
39.1409017557,100.0000000000
39.2215511622,100.0000000000
39.2547891523,100.0000000000
39.2728743657,100.0000000000
39.2959719606,100.0000000000
39.3550191348,100.0000000000
39.3607936514,100.0000000000
39.4021244209,100.0000000000
39.4471479612,100.0000000000
39.4546104543,100.0000000000
39.4615733952,100.0000000000
39.4662863472,100.0000000000
39.5173228386,100.0000000000
39.5870458365,100.0000000000
39.5993879567,100.0000000000
39.6465077467,100.0000000000
39.6487271788,100.0000000000
39.6892227059,100.0000000000
39.7209306550,100.0000000000
39.7305750867,100.0000000000
39.7491593690,100.0000000000
39.7612791039,100.0000000000
39.8076832497,100.0000000000
39.8440224290,100.0000000000
39.9140434883,100.0000000000
39.9404923040,100.0000000000
39.9973598569,100.0000000000
40.0371492063,100.0000000000
40.1239793211,100.0000000000
40.1948248356,100.0000000000
40.2148733293,100.0000000000
40.3131507013,100.0000000000
40.3176207840,100.0000000000
40.3643297120,100.0000000000
40.3800929170,100.0000000000
40.4066103059,100.0000000000
40.4262101456,100.0000000000
40.4707661649,100.0000000000
40.4777877126,100.0000000000
40.5218496768,100.0000000000
40.5930209639,100.0000000000
40.6079265412,100.0000000000
40.6461451441,100.0000000000
40.7289198176,100.0000000000
40.8272827767,100.0000000000
40.8437100122,100.0000000000
40.8981087024,100.0000000000
40.9268994654,100.0000000000
40.9337994993,100.0000000000
40.9425989443,100.0000000000
40.9648024695,100.0000000000
40.9959065385,100.0000000000
41.0051868874,100.0000000000
41.0608542287,100.0000000000
41.1214060412,100.0000000000
41.1241365401,100.0000000000
41.2143530978,100.0000000000
41.3104763441,100.0000000000
41.3198770807,100.0000000000
41.3236125099,100.0000000000
41.3425462408,100.0000000000
41.4480660323,100.0000000000
41.4637191382,100.0000000000
41.4820705796,100.0000000000
41.5434732223,100.0000000000
41.5520627241,100.0000000000
41.5984125593,100.0000000000
41.6573550806,100.0000000000
41.7427591990,100.0000000000
41.8068444406,100.0000000000
41.8583588593,100.0000000000
41.8645797860,100.0000000000
41.8693395318,100.0000000000
41.8779469073,100.0000000000
41.9252116651,100.0000000000
41.9613369019,100.0000000000
41.9855211976,100.0000000000
42.0127838026,100.0000000000
42.0262738441,100.0000000000
42.0513893926,100.0000000000
42.0570665545,100.0000000000
42.0638095848,100.0000000000
42.0663652908,100.0000000000
42.0829867190,100.0000000000
42.1828874240,100.0000000000
42.1939139570,100.0000000000
42.2036178457,100.0000000000
42.2036938316,100.0000000000
42.2593053369,100.0000000000
42.3443885594,100.0000000000
42.3546378465,100.0000000000
42.3753271287,100.0000000000
42.4406659571,100.0000000000
42.4639768528,100.0000000000
42.4773251876,100.0000000000
42.4844337886,100.0000000000
42.5405091638,100.0000000000
42.5494040411,100.0000000000
42.6453241162,100.0000000000
42.6819427441,100.0000000000
42.7576380651,100.0000000000
42.7675553798,100.0000000000
42.8492075553,100.0000000000
42.8594355627,100.0000000000
42.9471475161,100.0000000000
42.9647417335,100.0000000000
43.0133028599,100.0000000000
43.0550480490,100.0000000000
43.1065928546,100.0000000000
43.1588671968,100.0000000000
43.1742803971,100.0000000000
43.1948073299,100.0000000000
43.1990392879,100.0000000000
43.2116317454,100.0000000000
43.3092679691,100.0000000000
43.3804538195,100.0000000000
43.4149590775,100.0000000000
43.4214603770,100.0000000000
43.4879340779,100.0000000000
43.5216292050,100.0000000000
43.5504779316,100.0000000000
43.5587806980,100.0000000000
43.5698789190,100.0000000000
43.5874595407,100.0000000000
43.6112442153,100.0000000000
43.6308735003,100.0000000000
43.6509624984,100.0000000000
43.6543826918,100.0000000000
43.7133263235,100.0000000000
43.7157993253,100.0000000000
43.7309839743,100.0000000000
43.7513334042,100.0000000000
43.7713307690,100.0000000000
43.7967762545,100.0000000000
43.8066197057,100.0000000000
43.8538152729,100.0000000000
43.8697945919,100.0000000000
43.9252529989,100.0000000000
43.9812268209,100.0000000000
44.0328610538,100.0000000000
44.1153462458,100.0000000000
44.1229278280,100.0000000000
44.1409587831,100.0000000000
44.1746312249,100.0000000000
44.2496025045,100.0000000000
44.2502867885,100.0000000000
44.2589455636,100.0000000000
44.2705981399,100.0000000000
44.2728503084,100.0000000000
44.3055797054,100.0000000000
44.4636294254,100.0000000000
44.5484529795,100.0000000000
44.6191545601,100.0000000000
44.6780184954,100.0000000000
44.7205261648,100.0000000000
44.7226113064,100.0000000000
44.7464260547,100.0000000000
44.8054860055,100.0000000000
44.8161961243,100.0000000000
44.9103683246,100.0000000000
44.9139235637,100.0000000000
44.9655980587,100.0000000000
44.9789772999,100.0000000000
45.0249399267,100.0000000000
45.0607926135,100.0000000000
45.0676974650,100.0000000000
45.0915703116,100.0000000000
45.0931445075,100.0000000000
45.2136419254,100.0000000000
45.2155099056,100.0000000000
45.2435509827,100.0000000000
45.2843982396,100.0000000000
45.2864098385,100.0000000000
45.3249728129,100.0000000000
45.3397047312,100.0000000000
45.3688357687,100.0000000000
45.3700780390,100.0000000000
45.4009526382,100.0000000000
45.4389322108,100.0000000000
45.4656871316,100.0000000000
45.4934885195,100.0000000000
45.5323666393,100.0000000000
45.5477335756,100.0000000000
45.5536485528,100.0000000000
45.6024670248,100.0000000000
45.6230142162,100.0000000000
45.6579992297,100.0000000000
45.7477700698,100.0000000000
45.7490563507,100.0000000000
45.7739065084,100.0000000000
45.7855774608,100.0000000000
45.8246510718,100.0000000000
45.8367459639,100.0000000000
45.8370199523,100.0000000000
45.8411685339,100.0000000000
45.8560806577,100.0000000000
45.9168735762,100.0000000000
45.9511782004,100.0000000000
45.9693237017,100.0000000000
46.0151680231,100.0000000000
46.0438294461,100.0000000000
46.0630715906,100.0000000000
46.1184126121,100.0000000000
46.1445477634,100.0000000000
46.1623109186,100.0000000000
46.1629421816,100.0000000000
46.1634117651,100.0000000000
46.1894056246,100.0000000000
46.2128024033,100.0000000000
46.2512713451,100.0000000000
46.2567739548,100.0000000000
46.2758339045,100.0000000000
46.3087234684,100.0000000000
46.3126684150,100.0000000000
46.3333332329,100.0000000000
46.4715966569,100.0000000000
46.4825252887,100.0000000000
46.4828832501,100.0000000000
46.5261543310,100.0000000000
46.5552525459,100.0000000000
46.5871149757,100.0000000000
46.5984010489,100.0000000000
46.6150917492,100.0000000000
46.6598564538,100.0000000000
46.6758836796,100.0000000000
46.6793710256,100.0000000000
46.6797330808,100.0000000000
46.6855506206,100.0000000000
46.7067940993,100.0000000000
46.7125547003,100.0000000000
46.7400395953,100.0000000000
46.7786534779,100.0000000000
46.7969004748,100.0000000000
46.8014609932,100.0000000000
46.8240738907,100.0000000000
46.8830918743,100.0000000000
46.8919603073,100.0000000000
46.9085964577,100.0000000000
46.9356570036,100.0000000000
46.9357196473,100.0000000000
46.9440579766,100.0000000000
47.0239528852,100.0000000000
47.0797299035,100.0000000000
47.1118311300,100.0000000000
47.1385047644,100.0000000000
47.1540751815,100.0000000000
47.1723786312,100.0000000000
47.1843292091,100.0000000000
47.1898243529,100.0000000000
47.2031600893,100.0000000000
47.2489043523,100.0000000000
47.2518120191,100.0000000000
47.2767505783,100.0000000000
47.2930910313,100.0000000000
47.2995617261,100.0000000000
47.3007281308,100.0000000000
47.3026021838,100.0000000000
47.3049168187,100.0000000000
47.3140636861,100.0000000000
47.3190533978,100.0000000000
47.3352217099,100.0000000000
47.3729889004,100.0000000000
47.3748663984,100.0000000000
47.4072579383,100.0000000000
47.4726803737,100.0000000000
47.5372602379,100.0000000000
47.5550147497,100.0000000000
47.5568244363,100.0000000000
47.5713272730,100.0000000000
47.5716538799,100.0000000000
47.7017049927,100.0000000000
47.7744031861,100.0000000000
47.7832569906,100.0000000000
47.8024704197,100.0000000000
47.8238764365,100.0000000000
47.8376189414,100.0000000000
47.8454437259,100.0000000000
47.9230313496,100.0000000000
47.9275573177,100.0000000000
47.9287001574,100.0000000000
47.9380594905,100.0000000000
47.9518873005,100.0000000000
48.0108684566,100.0000000000
48.0158556953,100.0000000000
48.0585766771,100.0000000000
48.1134140893,100.0000000000
48.1582548725,100.0000000000
48.1679637301,100.0000000000
48.1713285816,100.0000000000
48.1742799972,100.0000000000
48.2154004467,100.0000000000
48.2207556371,100.0000000000
48.4513876114,100.0000000000
48.4544454522,100.0000000000
48.4636336989,100.0000000000
48.4664168073,100.0000000000
48.4778718547,100.0000000000
48.4888654694,100.0000000000
48.5389797639,100.0000000000
48.5569691772,100.0000000000
48.6632889265,100.0000000000
48.6708465895,100.0000000000
48.6720589646,100.0000000000
48.6771830593,100.0000000000
48.7023780053,100.0000000000
48.7314721729,100.0000000000
48.7734694253,100.0000000000
48.7936839964,100.0000000000
48.8167830906,100.0000000000
48.8456164329,100.0000000000
48.8613198687,100.0000000000
48.9024807794,100.0000000000
48.9161443585,100.0000000000
48.9340089602,100.0000000000
48.9669347666,100.0000000000
48.9936403812,100.0000000000
48.9995285054,100.0000000000
49.0197551323,100.0000000000
49.0370786946,100.0000000000
49.0400609752,100.0000000000
49.0683884207,100.0000000000
49.1075465560,100.0000000000
49.1277268226,100.0000000000
49.1315551323,100.0000000000
49.1414120397,100.0000000000
49.1691814911,100.0000000000
49.1922542123,100.0000000000
49.2041634914,100.0000000000
49.2071546660,100.0000000000
49.2088786111,100.0000000000
49.2199138735,100.0000000000
49.2569822680,100.0000000000
49.2592972520,100.0000000000
49.2778344871,100.0000000000
49.2805674933,100.0000000000
49.3557407446,100.0000000000
49.3843616585,100.0000000000
49.4069351131,100.0000000000
49.4263406871,100.0000000000
49.4782272618,100.0000000000
49.4929268774,100.0000000000
49.5013464851,100.0000000000
49.5056731478,100.0000000000
49.5713517604,100.0000000000
49.5729977958,100.0000000000
49.5781943201,100.0000000000
49.6194902728,100.0000000000
49.6336295421,100.0000000000
49.6502814084,100.0000000000
49.6579006272,100.0000000000
49.6743840249,100.0000000000
49.7036940299,100.0000000000
49.7188059341,100.0000000000
49.7406541373,100.0000000000
49.7645059413,100.0000000000
49.7796607814,100.0000000000
49.8586366228,100.0000000000
49.8677283178,100.0000000000
49.8785769573,100.0000000000
49.8817059327,100.0000000000
49.8821241001,100.0000000000
49.8955795377,100.0000000000
49.9169767734,100.0000000000
49.9300265389,100.0000000000
49.9346852649,100.0000000000
49.9520975722,100.0000000000
49.9608561559,100.0000000000
49.9844850545,100.0000000000
49.9875848475,100.0000000000
50.0203568557,100.0000000000
50.0245305712,100.0000000000
50.0614803729,100.0000000000
50.1270424607,100.0000000000
50.1441366803,100.0000000000
50.1693700854,100.0000000000
50.2099139414,100.0000000000
50.3318191594,100.0000000000
50.3405573541,100.0000000000
50.3774986026,100.0000000000
50.4683475701,100.0000000000
50.5604890947,100.0000000000
50.5722047343,100.0000000000
50.6370272059,100.0000000000
50.6538398821,100.0000000000
50.6908661076,100.0000000000
50.7018921809,100.0000000000
50.7109514186,100.0000000000
50.7405198978,100.0000000000
50.7547187243,100.0000000000
50.7720944116,100.0000000000
50.7739284464,100.0000000000
50.7817182559,100.0000000000
50.8243105485,100.0000000000
50.8493964247,100.0000000000
50.9184438043,100.0000000000
50.9202778879,100.0000000000
50.9313567551,100.0000000000
50.9400902352,100.0000000000
50.9573515480,100.0000000000
50.9649983688,100.0000000000
50.9768769228,100.0000000000
51.0040171646,100.0000000000
51.0079385657,100.0000000000
51.0164313139,100.0000000000
51.0177082991,100.0000000000
51.0401941177,100.0000000000
51.0482318594,100.0000000000
51.1028464622,100.0000000000
51.1380904646,100.0000000000
51.1611763354,100.0000000000
51.1797661567,100.0000000000
51.1904814882,100.0000000000
51.2461985848,100.0000000000
51.2637215496,100.0000000000
51.2968630136,100.0000000000
51.3619225485,100.0000000000
51.3777539858,100.0000000000
51.3863255993,100.0000000000
51.4050354517,100.0000000000
51.4247065159,100.0000000000
51.4406567222,100.0000000000
51.4560461015,100.0000000000
51.5311050533,100.0000000000
51.5664120491,100.0000000000
51.5792625766,100.0000000000
51.5992825449,100.0000000000
51.6200245230,100.0000000000
51.6519799751,100.0000000000
51.7012501298,100.0000000000
51.7124962740,100.0000000000
51.7434669699,100.0000000000
51.7759893443,100.0000000000
51.7888796691,100.0000000000
51.8026111542,100.0000000000
51.8360226251,100.0000000000
51.8542343270,100.0000000000
51.8556270456,100.0000000000
51.8926249921,100.0000000000
51.9237264010,100.0000000000
51.9590639232,100.0000000000
51.9685734060,100.0000000000
52.0167758382,100.0000000000
52.0388866486,100.0000000000
52.0458916568,100.0000000000
52.0713225190,100.0000000000
52.0948490313,100.0000000000
52.1443190120,100.0000000000
52.1757175502,100.0000000000
52.1790384833,100.0000000000
52.1876326496,100.0000000000
52.2128808015,100.0000000000
52.3005039864,100.0000000000
52.3510142505,100.0000000000
52.3861962604,100.0000000000
52.4011751988,100.0000000000
52.4168477824,100.0000000000
52.4424070104,100.0000000000
52.4483694832,100.0000000000
52.6291422548,100.0000000000
52.6403115455,100.0000000000
52.6801134148,100.0000000000
52.6827608658,100.0000000000
52.6860146744,100.0000000000
52.7373701794,100.0000000000
52.7578949145,100.0000000000
52.7683517035,100.0000000000
52.7727629230,100.0000000000
52.7936554934,100.0000000000
52.7958289350,100.0000000000
52.7988889150,100.0000000000
52.8050796094,100.0000000000
52.8109225774,100.0000000000
52.8286716142,100.0000000000
52.8461565661,100.0000000000
52.8850286009,100.0000000000
52.9230924556,100.0000000000
52.9232266228,100.0000000000
52.9275902436,100.0000000000
52.9540636804,100.0000000000
52.9604113594,100.0000000000
52.9759031768,100.0000000000
52.9812186482,100.0000000000
53.0195781475,100.0000000000
53.0706984075,100.0000000000
53.0995985650,100.0000000000
53.1042467844,100.0000000000
53.1413118728,100.0000000000
53.1452516174,100.0000000000
53.1618173028,100.0000000000
53.1764666779,100.0000000000
53.1829468439,100.0000000000
53.1869705784,100.0000000000
53.2033783479,100.0000000000
53.2106281406,100.0000000000
53.2314715177,100.0000000000
53.2549355725,100.0000000000
53.3803806238,100.0000000000
53.3939436746,100.0000000000
53.4040968313,100.0000000000
53.4171129765,100.0000000000
53.4312590022,100.0000000000
53.4618646300,100.0000000000
53.5342132809,100.0000000000
53.5493841377,100.0000000000
53.5550965543,100.0000000000
53.5590662732,100.0000000000
53.5730530665,100.0000000000
53.6006542465,100.0000000000
53.6800917769,100.0000000000
53.6829109726,100.0000000000
53.7553276533,100.0000000000
53.7617204623,100.0000000000
53.7899654924,100.0000000000
53.7919096208,100.0000000000
53.8520890382,100.0000000000
53.8670558699,100.0000000000
53.8719065050,100.0000000000
53.9127898684,100.0000000000
53.9524706555,100.0000000000
53.9668045448,100.0000000000
53.9779063582,100.0000000000
54.0321178641,100.0000000000
54.0704182304,100.0000000000
54.0783044727,100.0000000000
54.1101526449,100.0000000000
54.1394525945,100.0000000000
54.1798358744,100.0000000000
54.2012503631,100.0000000000
54.2572111211,100.0000000000
54.2678114089,100.0000000000
54.3150821684,100.0000000000
54.3645934357,100.0000000000
54.3775887549,100.0000000000
54.4312711384,100.0000000000
54.5101807282,100.0000000000
54.5342027234,100.0000000000
54.5523136266,100.0000000000
54.6122631544,100.0000000000
54.6330958525,100.0000000000
54.6467498226,100.0000000000
54.6518295570,100.0000000000
54.6678148207,100.0000000000
54.6852202594,100.0000000000
54.7338793008,100.0000000000
54.8248047156,100.0000000000
54.8395254343,100.0000000000
54.8410676953,100.0000000000
54.8513551300,100.0000000000
54.8554194024,100.0000000000
54.8560600499,100.0000000000
54.8993575004,100.0000000000
54.9451329217,100.0000000000
54.9787817702,100.0000000000
55.0019946238,100.0000000000
55.0238498202,100.0000000000
55.0375242258,100.0000000000
55.1159499709,100.0000000000
55.1318474575,100.0000000000
55.1700855113,100.0000000000
55.1890215901,100.0000000000
55.2315286691,100.0000000000
55.2448068059,100.0000000000
55.2554169270,100.0000000000
55.2653751848,100.0000000000
55.2873854869,100.0000000000
55.2901538644,100.0000000000
55.3111002133,100.0000000000
55.3457020671,100.0000000000
55.3504108844,100.0000000000
55.3509861326,100.0000000000
55.3586411362,100.0000000000
55.3589651595,100.0000000000
55.3689928242,100.0000000000
55.3711519994,100.0000000000
55.3814213353,100.0000000000
55.4386326704,100.0000000000
55.4485465378,100.0000000000
55.4835901284,100.0000000000
55.5019150075,100.0000000000
55.5172216562,100.0000000000
55.5552135814,100.0000000000
55.5659603508,100.0000000000
55.5823612839,100.0000000000
55.5831536691,100.0000000000
55.5879977017,100.0000000000
55.5996883894,100.0000000000
55.6021180665,100.0000000000
55.6774010863,100.0000000000
55.6846864064,100.0000000000
55.6950354209,100.0000000000
55.7066480978,100.0000000000
55.7203365031,100.0000000000
55.7263088624,100.0000000000
55.7264752389,100.0000000000
55.7551188593,100.0000000000
55.8015608386,100.0000000000
55.8394332775,100.0000000000
55.8397711214,100.0000000000
55.8912181395,100.0000000000
55.9234362961,100.0000000000
55.9253729517,100.0000000000
55.9751553930,100.0000000000
55.9848256203,100.0000000000
55.9892855750,100.0000000000
55.9969649191,100.0000000000
56.0019645522,100.0000000000
56.0164327727,100.0000000000
56.0406489067,100.0000000000
56.0462843131,100.0000000000
56.0565453098,100.0000000000
56.0599043492,100.0000000000
56.0647663636,100.0000000000
56.0860390876,100.0000000000
56.1015830252,100.0000000000
56.1145594411,100.0000000000
56.1317711467,100.0000000000
56.1542020275,100.0000000000
56.2015930898,100.0000000000
56.2442610867,100.0000000000
56.2600367296,100.0000000000
56.2634575671,100.0000000000
56.2698617883,100.0000000000
56.2767467578,100.0000000000
56.2812791581,100.0000000000
56.3263650337,100.0000000000
56.3488419518,100.0000000000
56.3524874298,100.0000000000
56.3535025582,100.0000000000
56.3604284454,100.0000000000
56.3640361713,100.0000000000
56.4392730013,100.0000000000
56.4424169999,100.0000000000
56.4438515738,100.0000000000
56.5061677912,100.0000000000
56.5062113133,100.0000000000
56.5180337018,100.0000000000
56.5434343418,100.0000000000
56.5608961409,100.0000000000
56.5750028392,100.0000000000
56.5760686091,100.0000000000
56.5853421454,100.0000000000
56.6153450455,100.0000000000
56.6462432666,100.0000000000
56.6823050268,100.0000000000
56.7035899828,100.0000000000
56.7063669855,100.0000000000
56.7171626651,100.0000000000
56.7291705355,100.0000000000
56.7314820448,100.0000000000
56.7471570926,100.0000000000
56.7552164035,100.0000000000
56.7603246680,100.0000000000
56.7604058464,100.0000000000
56.7687628185,100.0000000000
56.7756993811,100.0000000000
56.7844807009,100.0000000000
56.8260612479,100.0000000000
56.8382530523,100.0000000000
56.8468365837,100.0000000000
56.8541456992,100.0000000000
56.8676596451,100.0000000000
56.8679879525,100.0000000000
56.8689118618,100.0000000000
56.8756758427,100.0000000000
56.8895178561,100.0000000000
56.9197372728,100.0000000000
56.9532353045,100.0000000000
56.9679941479,100.0000000000
56.9844389066,100.0000000000
56.9981299124,100.0000000000
57.0043782614,100.0000000000
57.0270218220,100.0000000000
57.0335589501,100.0000000000
57.0412082187,100.0000000000
57.0695894693,100.0000000000
57.0916475190,100.0000000000
57.1007373263,100.0000000000
57.1096104898,100.0000000000
57.1190094074,100.0000000000
57.1697840558,100.0000000000
57.2128522397,100.0000000000
57.2134883817,100.0000000000
57.2323882036,100.0000000000
57.2338063105,100.0000000000
57.3050690902,100.0000000000
57.3143502636,100.0000000000
57.3410088632,100.0000000000
57.3672600047,100.0000000000
57.3775392245,100.0000000000
57.3809406410,100.0000000000
57.3964161019,100.0000000000
57.4006527842,100.0000000000
57.4006900945,100.0000000000
57.4404421423,100.0000000000
57.4945089219,100.0000000000
57.5025177534,100.0000000000
57.5350144895,100.0000000000
57.5517079067,100.0000000000
57.5891679501,100.0000000000
57.6077916160,100.0000000000
57.6160385310,100.0000000000
57.6391880586,100.0000000000
57.6494068815,100.0000000000
57.6566398698,100.0000000000
57.6582649986,100.0000000000
57.6857568074,100.0000000000
57.7160341792,100.0000000000
57.7931830611,100.0000000000
57.8280428782,100.0000000000
57.8458188374,100.0000000000
57.8592522696,100.0000000000
57.8838296005,100.0000000000
57.8840152839,100.0000000000
57.9250800892,100.0000000000
58.0058386088,100.0000000000
58.0095170705,100.0000000000
58.0358597625,100.0000000000
58.0444702741,100.0000000000
58.0471687844,100.0000000000
58.0534381182,100.0000000000
58.0667040882,100.0000000000
58.1063788432,100.0000000000
58.1168478387,100.0000000000
58.1253102077,100.0000000000
58.1259058171,100.0000000000
58.1466131525,100.0000000000
58.1665240922,100.0000000000
58.2086283961,100.0000000000
58.2584460952,100.0000000000
58.2965209654,100.0000000000
58.3293406114,100.0000000000
58.3321677671,100.0000000000
58.3435349673,100.0000000000
58.3501232765,100.0000000000
58.3552552625,100.0000000000
58.3984045830,100.0000000000
58.3998947554,100.0000000000
58.4355738745,100.0000000000
58.4369785670,100.0000000000
58.4594091171,100.0000000000
58.4843294883,100.0000000000
58.5317452282,100.0000000000
58.5362141850,100.0000000000
58.5521612543,100.0000000000
58.5605569312,100.0000000000
58.5614270119,100.0000000000
58.5630988015,100.0000000000
58.5631857210,100.0000000000
58.5681586813,100.0000000000
58.6075469459,100.0000000000
