maturity,strike,price,rate
0.3279680365296804,160.0,133.4478778192159,0.03962994435175324
0.3279680365296804,190.0,107.63647181459936,0.03962994435175324
0.3279680365296804,220.0,84.15904173892724,0.03962994435175324
0.3279680365296804,250.0,63.7304660729827,0.03962994435175324
0.3279680365296804,280.0,47.06971297476586,0.03962994435175324
0.3279680365296804,310.0,34.292511412413795,0.03962994435175324
0.3279680365296804,340.0,25.02090382489726,0.03962994435175324
0.3279680365296804,370.0,18.373433573979607,0.03962994435175324
0.3279680365296804,400.0,13.811738367681002,0.03962994435175324
0.3279680365296804,430.0,10.718563640002534,0.03962994435175324
0.3279680365296804,460.0,8.587140676834705,0.03962994435175324
0.3279680365296804,490.0,7.035706933298045,0.03962994435175324
0.3279680365296804,520.0,5.924178210508727,0.03962994435175324
0.3279680365296804,580.0,4.551904053778823,0.03962994435175324
0.4045662100456621,160.0,135.723984346649,0.03916325735585792
0.4045662100456621,190.0,110.73373057911692,0.03916325735585792
0.4045662100456621,220.0,88.29077998529499,0.03916325735585792
0.4045662100456621,250.0,68.66119197747112,0.03916325735585792
0.4045662100456621,280.0,52.37269260726517,0.03916325735585792
0.4045662100456621,310.0,39.77509806314038,0.03916325735585792
0.4045662100456621,340.0,30.173417047092144,0.03916325735585792
0.4045662100456621,370.0,23.10436744701239,0.03916325735585792
0.4045662100456621,400.0,17.963229222880358,0.03916325735585792
0.4045662100456621,430.0,14.357683580169647,0.03916325735585792
0.4045662100456621,460.0,11.716855602002395,0.03916325735585792
0.4045662100456621,490.0,9.820456683352273,0.03916325735585792
0.4045662100456621,520.0,8.304102333144476,0.03916325735585792
0.4045662100456621,580.0,6.341521486424894,0.03916325735585792
0.6511415525114155,160.0,142.06634720008694,0.037847275823163135
0.6511415525114155,190.0,119.3532179418078,0.037847275823163135
0.6511415525114155,220.0,99.07287921245356,0.037847275823163135
0.6511415525114155,250.0,81.16526881760758,0.037847275823163135
0.6511415525114155,280.0,66.24605394912909,0.037847275823163135
0.6511415525114155,310.0,53.942934069614736,0.037847275823163135
0.6511415525114155,340.0,44.05484596035815,0.037847275823163135
0.6511415525114155,370.0,36.14196056348752,0.037847275823163135
0.6511415525114155,400.0,29.87928516499448,0.037847275823163135
0.6511415525114155,430.0,25.102805869022816,0.037847275823163135
0.6511415525114155,460.0,21.22357224956529,0.037847275823163135
0.6511415525114155,490.0,18.34692557906146,0.037847275823163135
0.6511415525114155,520.0,15.900873098713523,0.037847275823163135
0.6511415525114155,580.0,12.58,0.037847275823163135
0.9031963470319636,160.0,147.99866252864385,0.03676416520868723
0.9031963470319636,190.0,126.82477033545634,0.03676416520868723
0.9031963470319636,220.0,107.54599920229444,0.03676416520868723
0.9031963470319636,250.0,91.31336674851224,0.03676416520868723
0.9031963470319636,280.0,76.94915103628654,0.03676416520868723
0.9031963470319636,310.0,65.07045558415567,0.03676416520868723
0.9031963470319636,340.0,55.32351606213605,0.03676416520868723
0.9031963470319636,370.0,47.268982317988055,0.03676416520868723
0.9031963470319636,400.0,40.8,0.03676416520868723
0.9031963470319636,430.0,35.32,0.03676416520868723
0.9031963470319636,460.0,30.74264855379907,0.03676416520868723
0.9031963470319636,490.0,27.261736251401263,0.03676416520868723
0.9031963470319636,520.0,24.17,0.03676416520868723
0.9031963470319636,580.0,19.60762099783815,0.03676416520868723
1.229337899543379,160.0,154.57991379367326,0.03569556394964391
1.229337899543379,190.0,134.80293609520902,0.03569556394964391
1.229337899543379,220.0,119.04,0.03569556394964391
1.229337899543379,250.0,102.32252947052493,0.03569556394964391
1.229337899543379,280.0,89.02713379283874,0.03569556394964391
1.229337899543379,310.0,77.54485098531211,0.03569556394964391
1.229337899543379,340.0,68.07485077387935,0.03569556394964391
1.229337899543379,370.0,59.99880224559013,0.03569556394964391
1.229337899543379,400.0,53.026997604646034,0.03569556394964391
1.229337899543379,430.0,47.2676690053431,0.03569556394964391
1.229337899543379,460.0,42.18812055107651,0.03569556394964391
1.229337899543379,490.0,37.87177067041956,0.03569556394964391
1.229337899543379,520.0,34.224637829468016,0.03569556394964391
1.229337899543379,580.0,28.49710194255704,0.03569556394964391
2.1498858447488582,160.0,171.18492431224922,0.034177228147922345
2.1498858447488582,190.0,154.95255228226256,0.034177228147922345
2.1498858447488582,220.0,140.3389850253708,0.034177228147922345
2.1498858447488582,250.0,127.12745467851876,0.034177228147922345
2.1498858447488582,280.0,115.68443323649733,0.034177228147922345
2.1498858447488582,310.0,105.7289731545764,0.034177228147922345
2.1498858447488582,340.0,96.55889861497909,0.034177228147922345
2.1498858447488582,370.0,88.38862287496947,0.034177228147922345
2.1498858447488582,400.0,81.3175773142266,0.034177228147922345
2.1498858447488582,430.0,75.377471372022,0.034177228147922345
2.1498858447488582,460.0,69.61855299662159,0.034177228147922345
2.1498858447488582,490.0,64.88465547332864,0.034177228147922345
2.1498858447488582,520.0,60.30549184211644,0.034177228147922345
2.1498858447488582,580.0,52.90423349397402,0.034177228147922345
