sigma,lambda,sse_rel,rmse_rel,mae_rel,bias_rel
0.053,0.035,57.71848871931012,0.9351591075069438,0.9184082194098586,-0.9184082194098586
0.0535,0.035,57.70826659321041,0.9350762940288365,0.9183229573790958,-0.9183229573790958
0.054,0.035,57.69793075236246,0.9349925518449288,0.9182366619061403,-0.9182366619061403
0.0545,0.035,57.6874814981037,0.9349078831474619,0.9181493347025356,-0.9181493347025356
0.055,0.035,57.67691913949466,0.9348222901892999,0.9180609775590926,-0.9180609775590926
0.0555,0.035,57.666243992300735,0.9347357752757268,0.9179715923361568,-0.9179715923361568
0.056,0.035,57.6554563780211,0.9346483407566225,0.9178811809543532,-0.9178811809543532
0.0565,0.035,57.644556622964004,0.93455998901901,0.9177897453857999,-0.9177897453857999
0.057,0.035,57.633545057367954,0.9344707224799724,0.9176972876457857,-0.9176972876457857
0.0575,0.035,57.62242201456765,0.9343805435799281,0.9176038097848945,-0.9176038097848945
0.058,0.035,57.611187830203875,0.934289454776259,0.9175093138815715,-0.9175093138815715
0.0585,0.035,57.59984284147628,0.9341974585372834,0.9174138020351155,-0.9174138020351155
0.059,0.035,57.58838738643792,0.9341045573365641,0.9173172763590864,-0.9173172763590864
0.0595,0.035,57.57682180333051,0.9340107536475424,0.917219738975115,-0.917219738975115
0.06,0.035,57.56514642995923,0.9339160499384919,0.9171211920070999,-0.9171211920070999
0.0605,0.035,57.55336160310573,0.9338204486677761,0.9170216375757819,-0.9170216375757819
0.061,0.035,57.541467657978465,0.9337239522794089,0.9169210777936797,-0.9169210777936797
0.0615,0.035,57.529464927698754,0.9336265631988987,0.9168195147603733,-0.9168195147603733
0.062,0.035,57.51735374282169,0.9335282838293758,0.9167169505581225,-0.9167169505581225
0.0625,0.035,57.50513443089051,0.9334291165479858,0.916613387247809,-0.916613387247809
0.063,0.035,57.492807316023146,0.9333290637025431,0.916508826865185,-0.916508826865185
0.0635,0.035,57.48037271853007,0.9332281276084357,0.9164032714174171,-0.9164032714174171
0.064,0.035,57.467830954561826,0.9331263105457669,0.9162967228799148,-0.9162967228799148
0.0645,0.035,57.45518233578534,0.9330236147567312,0.9161891831934269,-0.9161891831934269
0.065,0.035,57.44242716908789,0.93292004244321,0.9160806542613978,-0.9160806542613978
0.0655,0.035,57.429565756307326,0.9328155957645788,0.9159711379475661,-0.9159711379475661
0.066,0.035,57.41659839398756,0.9327102768357187,0.9158606360738007,-0.9158606360738007
0.0665,0.035,57.4035253731584,0.9326040877252222,0.9157491504181581,-0.9157491504181581
0.067,0.035,57.3903469791382,0.9324970304537834,0.9156366827131481,-0.9156366827131481
0.0675,0.035,57.37706349135875,0.9323891069927667,0.915523234644204,-0.915523234644204
0.068,0.035,57.3636751832109,0.9322803192629423,0.9154088078483403,-0.9154088078483403
0.0685,0.035,57.3501823219103,0.9321706691333838,0.915293403912989,-0.915293403912989
0.069,0.035,57.336585168381866,0.9320601584205157,0.9151770243750074,-0.9151770243750074
0.0695,0.035,57.32288397716238,0.9319487888873084,0.9150596707198446,-0.9150596707198446
0.07,0.035,57.30907899631993,0.9318365622426071,0.914941344380858,-0.914941344380858
0.0705,0.035,57.29517046738946,0.9317234801405913,0.9148220467387737,-0.9148220467387737
0.071,0.035,57.28115862532347,0.9316095441803564,0.9147017791212759,-0.9147017791212759
0.0715,0.035,57.26704369845692,0.9314947559056092,0.9145805428027253,-0.9145805428027253
0.072,0.035,57.25282590848566,0.9313791168044728,0.9144583390039899,-0.9144583390039899
0.0725,0.035,57.23850547045725,0.9312626283093915,0.9143351688923869,-0.9143351688923869
0.073,0.035,57.22408259277372,0.9311452917971317,0.9142110335817254,-0.9142110335817254
0.0735,0.035,57.20955747720522,0.9310271085888702,0.9140859341324417,-0.9140859341324417
