bond,Rrec,r_T,price,d1,d2,d3,d4,beta0,beta1,beta2,beta3
2029,0.0,0.035207332581213974,93.73620588250863,0.103851318359375,0.75152587890625,0.058807373046875,0.0858154296875,1.4332042711580582,-18.807898931469524,5.267325765123886,28.515313051031796
2030B,0.0,0.0353986664001269,101.32035336593474,0.224334716796875,0.550689697265625,0.110198974609375,0.114776611328125,-0.07802324191038816,-47.031610147848056,10.495188188013756,46.53740431133843
2029,0.15,0.035207332581213974,94.5045562763327,0.103851318359375,0.737762451171875,0.061798095703125,0.096588134765625,1.4967730919619102,-18.251616817549603,5.192888474836952,28.38959682437135
2030B,0.15,0.0353986664001269,101.8904120979031,0.224334716796875,0.53338623046875,0.115478515625,0.126800537109375,0.05344792585657087,-45.61293688124441,10.276250198098595,45.9514805800309
2029,0.3,0.035207332581213974,95.28186030932773,0.103851318359375,0.720733642578125,0.064483642578125,0.110931396484375,1.5603419127664602,-17.695334703626852,5.118451184549929,28.263880597712795
2030B,0.3,0.0353986664001269,102.47464414694537,0.224334716796875,0.512481689453125,0.121124267578125,0.142059326171875,0.18491909362286546,-44.19426361464347,10.057312208183554,45.36555684872189
