T,K,P_mkt,P_model,rel_resid
0.3279680365296804,250.0,63.7304660729827,66.55748406047591,0.04435897243016827
0.3279680365296804,280.0,47.06971297476586,50.785226314871096,0.07893639253965988
0.3279680365296804,310.0,34.292511412413795,38.265611607644075,0.11585912001160781
0.3279680365296804,340.0,25.02090382489726,28.554148975225065,0.14121173140084647
0.3279680365296804,370.0,18.373433573979607,21.153657390804565,0.15131759698754949
0.3279680365296804,400.0,13.811738367681002,15.58977745823842,0.12873391047704524
0.3279680365296804,430.0,10.718563640002534,11.448613596974068,0.06811080117553527
0.3279680365296804,460.0,8.587140676834705,8.388948579080575,-0.023080103751972773
0.3279680365296804,490.0,7.035706933298045,6.140072254766202,-0.12729846297222153
0.3279680365296804,520.0,5.924178210508727,4.4929102995518235,-0.24159771365723254
0.3279680365296804,580.0,4.551904053778823,2.4101699217274213,-0.4705139007210428
0.4045662100456621,250.0,68.66119197747112,70.77936452889959,0.030849632673482858
0.4045662100456621,280.0,52.37269260726517,55.59384358749301,0.06150439895047519
0.4045662100456621,310.0,39.77509806314038,43.31989782462209,0.08912108163390486
0.4045662100456621,340.0,30.173417047092144,33.560529861548304,0.11225486358306179
0.4045662100456621,370.0,23.10436744701239,25.895305358239664,0.12079698427702114
0.4045662100456621,400.0,17.963229222880358,19.929007570298413,0.10943346115709411
0.4045662100456621,430.0,14.357683580169647,15.315100286010747,0.0666832292615399
0.4045662100456621,460.0,11.716855602002395,11.763022275665083,0.00394019310563134
0.4045662100456621,490.0,9.820456683352273,9.036413072760123,-0.07983779531569725
0.4045662100456621,520.0,8.304102333144476,6.94701986229031,-0.16342313911975667
0.4045662100456621,580.0,6.341521486424894,4.122066282045251,-0.3499878079938331
0.6511415525114155,250.0,81.16526881760758,82.11523687788436,0.011704120174991556
0.6511415525114155,280.0,66.24605394912909,68.30073829580475,0.031015950750115116
0.6511415525114155,310.0,53.942934069614736,56.729819065093096,0.051663578252562486
0.6511415525114155,340.0,44.05484596035815,47.09744087832748,0.06906379653914006
0.6511415525114155,370.0,36.14196056348752,39.11088997342878,0.08214632974118805
0.6511415525114155,400.0,29.87928516499448,32.504918423454086,0.08787470128420957
0.6511415525114155,430.0,25.102805869022816,27.04755856071842,0.07747152656330959
0.6511415525114155,460.0,21.22357224956529,22.54059690020714,0.062054805626269034
0.6511415525114155,490.0,18.34692557906146,18.817274671319435,0.02563639832903475
0.6511415525114155,520.0,15.900873098713523,15.738765968417583,-0.010194857181084949
0.6511415525114155,580.0,12.58,11.077518111068612,-0.11943417241108016
0.9031963470319636,250.0,91.31336674851224,91.40050577339258,0.0009542855332487605
0.9031963470319636,280.0,76.94915103628654,78.59060882349239,0.021331720559617316
0.9031963470319636,310.0,65.07045558415567,67.6379028088713,0.03945641999378895
0.9031963470319636,340.0,55.32351606213605,58.29009791283259,0.05362243873590131
0.9031963470319636,370.0,47.268982317988055,50.31688921411343,0.06448006169503474
0.9031963470319636,400.0,40.8,43.514497340962755,0.06653179757261662
0.9031963470319636,430.0,35.32,37.70609236095646,0.06755640886060195
0.9031963470319636,460.0,30.74264855379907,32.740127913886035,0.06497421185397904
0.9031963470319636,490.0,27.261736251401263,28.487756307094948,0.04497219268749497
0.9031963470319636,520.0,24.17,24.839973451496377,0.027719216032121435
0.9031963470319636,580.0,19.60762099783815,19.004899241067935,-0.0307391578425893
1.229337899543379,250.0,102.32252947052493,101.25597781799526,-0.010423429307784064
1.229337899543379,280.0,89.02713379283874,89.46181136471957,0.004882529105028776
1.229337899543379,310.0,77.54485098531211,79.20631207057968,0.02142580795702703
1.229337899543379,340.0,68.07485077387935,70.2805474482109,0.032401050450453356
1.229337899543379,370.0,59.99880224559013,62.50056879656355,0.04169694156115091
1.229337899543379,400.0,53.026997604646034,55.70678712489592,0.05053632378415274
1.229337899543379,430.0,47.2676690053431,49.76193444959255,0.05276895384808378
1.229337899543379,460.0,42.18812055107651,44.54851441035089,0.05594925368663174
1.229337899543379,490.0,37.87177067041956,39.96620136233858,0.055303215425174614
1.229337899543379,520.0,34.224637829468016,35.92940604652738,0.04981113972786973
1.229337899543379,580.0,28.49710194255704,29.210903426618582,0.025048213165689084
2.1498858447488582,250.0,127.12745467851876,121.41100166078014,-0.044966313784811016
2.1498858447488582,280.0,115.68443323649733,111.68000423288551,-0.034615106731131565
2.1498858447488582,310.0,105.7289731545764,103.00340552331659,-0.025778814925923953
2.1498858447488582,340.0,96.55889861497909,95.23813458856714,-0.013678325305660245
2.1498858447488582,370.0,88.38862287496947,88.263778730226,-0.0014124458633106662
2.1498858447488582,400.0,81.3175773142266,81.97871221250563,0.008130282776677905
2.1498858447488582,430.0,75.377471372022,76.29684743064892,0.012196960734983876
2.1498858447488582,460.0,69.61855299662159,71.14495764563888,0.02192525675004143
2.1498858447488582,490.0,64.88465547332864,66.46048806455579,0.02428667579000883
2.1498858447488582,520.0,60.30549184211644,62.189770579524904,0.031245557906096264
2.1498858447488582,580.0,52.90423349397402,54.71087697584464,0.034149317787137125
