T,K,P_mkt,P_model,rel_resid
0.3279680365296804,160.0,133.4478778192159,133.82479706077078,0.00282446785752181
0.3279680365296804,190.0,107.63647181459936,108.24230237273146,0.005628487704201446
0.3279680365296804,220.0,84.15904173892724,85.63844204443132,0.017578625836702992
0.3279680365296804,250.0,63.7304660729827,66.48404500701582,0.04320663418465801
0.3279680365296804,280.0,47.06971297476586,50.81948643716907,0.07966425171135993
0.3279680365296804,310.0,34.292511412413795,38.37194656108824,0.11895994141734681
0.3279680365296804,340.0,25.02090382489726,28.70157973001758,0.14710403472546957
0.3279680365296804,370.0,18.373433573979607,21.3183021209742,0.16027861831797754
0.3279680365296804,400.0,13.811738367681002,15.755017915269725,0.14069768018021042
0.3279680365296804,430.0,10.718563640002534,11.604048346857706,0.08261225445828134
0.3279680365296804,460.0,8.587140676834705,8.52892926345378,-0.006778905292417217
0.3279680365296804,490.0,7.035706933298045,6.262280727565975,-0.1099287126460113
0.3279680365296804,520.0,5.924178210508727,4.59717936535488,-0.22399711791247642
0.3279680365296804,580.0,4.551904053778823,2.4825004998313855,-0.45462371998581447
0.4045662100456621,160.0,135.723984346649,134.8195283349074,-0.006663936489158321
0.4045662100456621,190.0,110.73373057911692,110.34819865968065,-0.0034816123092757225
0.4045662100456621,220.0,88.29077998529499,88.87022881575021,0.006562959694678524
0.4045662100456621,250.0,68.66119197747112,70.6382784178014,0.028794816742753276
0.4045662100456621,280.0,52.37269260726517,55.573833229641785,0.06112232277957289
0.4045662100456621,310.0,39.77509806314038,43.38573913652806,0.09077642166101056
0.4045662100456621,340.0,30.173417047092144,33.681590452003185,0.1162670240309799
0.4045662100456621,370.0,23.10436744701239,26.047224523730133,0.12737232834730916
0.4045662100456621,400.0,17.963229222880358,20.093767323349212,0.1186055176401756
0.4045662100456621,430.0,14.357683580169647,15.48024264096625,0.07818524865299604
0.4045662100456621,460.0,11.716855602002395,11.92054745873444,0.017384515406781476
0.4045662100456621,490.0,9.820456683352273,9.181670735189448,-0.06504646054248178
0.4045662100456621,520.0,8.304102333144476,7.077742951091838,-0.1476811499730469
0.4045662100456621,580.0,6.341521486424894,4.222773962117783,-0.33410712694779177
0.6511415525114155,160.0,142.06634720008694,138.3418928049471,-0.026216302935517195
0.6511415525114155,190.0,119.3532179418078,116.69907732742821,-0.022237696311411106
0.6511415525114155,220.0,99.07287921245356,97.84251347354936,-0.012418794615484832
0.6511415525114155,250.0,81.16526881760758,81.69665347631822,0.006546946328789335
0.6511415525114155,280.0,66.24605394912909,68.0434037716191,0.027131424671274846
0.6511415525114155,310.0,53.942934069614736,56.598449752043756,0.04922823958745011
0.6511415525114155,340.0,44.05484596035815,47.06137632966704,0.06824516812552825
0.6511415525114155,370.0,36.14196056348752,39.14460592215103,0.0830792052187931
0.6511415525114155,400.0,29.87928516499448,32.587842328362534,0.09064999876708237
0.6511415525114155,430.0,25.102805869022816,27.163534612890725,0.08209156994720157
0.6511415525114155,460.0,21.22357224956529,22.677219864804847,0.06849212743954221
0.6511415525114155,490.0,18.34692557906146,18.96521792327088,0.033700051899433876
0.6511415525114155,520.0,15.900873098713523,15.891167339278574,-0.0006103916039512482
0.6511415525114155,580.0,12.58,11.225545551581053,-0.10766728524792901
0.9031963470319636,160.0,147.99866252864385,141.86572138209198,-0.04143916601519892
0.9031963470319636,190.0,126.82477033545634,122.33664577894706,-0.03538839096367387
0.9031963470319636,220.0,107.54599920229444,105.32075338182617,-0.02069110740495867
0.9031963470319636,250.0,91.31336674851224,90.62936790430203,-0.007490675993735086
0.9031963470319636,280.0,76.94915103628654,78.01734238092355,0.013881782063239305
0.9031963470319636,310.0,65.07045558415567,67.22649162383493,0.03313387036134796
0.9031963470319636,340.0,55.32351606213605,58.009271961944535,0.04854637034985275
0.9031963470319636,370.0,47.268982317988055,50.14013716123608,0.06074077973443951
0.9031963470319636,400.0,40.8,43.419723536672656,0.06420891021256517
0.9031963470319636,430.0,35.32,37.67511534280079,0.06667936984147187
0.9031963470319636,460.0,30.74264855379907,32.75813533898758,0.06555995920980726
0.9031963470319636,490.0,27.261736251401263,28.542778507566208,0.04699048675225513
0.9031963470319636,520.0,24.17,24.922405708736864,0.031129735570412185
0.9031963470319636,580.0,19.60762099783815,19.12077089216717,-0.02482963668691167
1.229337899543379,160.0,154.57991379367326,145.94538414904335,-0.055858031180913405
1.229337899543379,190.0,134.80293609520902,128.48912931952708,-0.04683730902732419
1.229337899543379,220.0,119.04,113.23738314387506,-0.048745101277931295
1.229337899543379,250.0,102.32252947052493,99.954581202604,-0.02314200284310832
1.229337899543379,280.0,89.02713379283874,88.39987093535441,-0.007045749208819095
1.229337899543379,310.0,77.54485098531211,78.34674326703846,0.010341012608022686
1.229337899543379,340.0,68.07485077387935,69.5911793284203,0.022274430825822252
1.229337899543379,370.0,59.99880224559013,61.95382059043998,0.03258428954710586
1.229337899543379,400.0,53.026997604646034,55.279198538656495,0.04247272211793358
1.229337899543379,430.0,47.2676690053431,49.43365501124006,0.04582383797373465
1.229337899543379,460.0,42.18812055107651,44.302807275854285,0.05012517024117151
1.229337899543379,490.0,37.87177067041956,39.78898813660455,0.05062391940608342
1.229337899543379,520.0,34.224637829468016,35.80886295994108,0.04628902541984008
1.229337899543379,580.0,28.49710194255704,29.175543438938313,0.023807385668508964
2.1498858447488582,160.0,171.18492431224922,154.4159268884354,-0.0979583774166141
2.1498858447488582,190.0,154.95255228226256,140.85607001185426,-0.09097289501066146
2.1498858447488582,220.0,140.3389850253708,128.90058220695477,-0.08150552618253697
2.1498858447488582,250.0,127.12745467851876,118.31948917885063,-0.06928452647731997
2.1498858447488582,280.0,115.68443323649733,108.9176703577051,-0.058493288072378025
2.1498858447488582,310.0,105.7289731545764,100.53098135670605,-0.049163362158741945
2.1498858447488582,340.0,96.55889861497909,93.02159571898774,-0.03663362928460958
2.1498858447488582,370.0,88.38862287496947,86.27362209016535,-0.023928427845243253
2.1498858447488582,400.0,81.3175773142266,80.18931276922375,-0.013874792907848457
2.1498858447488582,430.0,75.377471372022,74.68590016346279,-0.009174773257463003
2.1498858447488582,460.0,69.61855299662159,69.69299991438588,0.0010693545694335812
2.1498858447488582,490.0,64.88465547332864,65.15049358620603,0.004097087530759327
2.1498858447488582,520.0,60.30549184211644,61.006805351717006,0.01162934731444774
2.1498858447488582,580.0,52.90423349397402,53.744125211950994,0.01587569958976236
