bond,Rrec,r_T,price,d1,d2,d3,d4,beta0,beta1,beta2,beta3
2029,0.0,0.035207332581213974,93.73890204075065,0.103973388671875,0.751556396484375,0.0919189453125,0.804107666015625,1.4327903206946044,-18.821165613128287,5.269195752073536,28.525775953316877
2030B,0.0,0.0353986664001269,101.35379613538208,0.224395751953125,0.549346923828125,0.17462158203125,0.600982666015625,-0.14646669285215883,-48.25317074688449,10.69886875950872,47.32543828294838
2029,0.15,0.035207332581213974,94.50698750476842,0.103973388671875,0.73785400390625,0.0919189453125,0.804107666015625,1.4965434167038407,-18.262134958692656,5.194316852166036,28.398559323455558
2030B,0.15,0.0353986664001269,101.92371379467784,0.224395751953125,0.531982421875,0.17462158203125,0.600982666015625,-0.013338269521418726,-46.80790448418067,10.475446408604043,46.723418752941825
2029,0.3,0.035207332581213974,95.28401353845163,0.103973388671875,0.720977783203125,0.0919189453125,0.804107666015625,1.5602965127140043,-17.70310430425324,5.1194379522584175,28.27134269359675
2030B,0.3,0.0353986664001269,102.50771923950293,0.224395751953125,0.511627197265625,0.17462158203125,0.600982666015625,0.11979015380950771,-45.36263822147616,10.252024057699344,46.12139922293576
