maturity,strike,price,rate,heston_price
2.1498858447488582,280.0,115.68443323649733,0.0341772281479223,114.32076345101163
2.1498858447488582,310.0,105.7289731545764,0.0341772281479223,104.14240929438238
2.1498858447488582,340.0,96.55889861497909,0.0341772281479223,95.36212617595258
2.1498858447488582,370.0,88.38862287496947,0.0341772281479223,87.76612116604767
2.1498858447488582,400.0,81.3175773142266,0.0341772281479223,81.17566475204391
2.1498858447488582,430.0,75.377471372022,0.0341772281479223,75.44189660309019
2.1498858447488582,460.0,69.61855299662159,0.0341772281479223,70.4408462473479
2.1498858447488582,490.0,64.88465547332864,0.0341772281479223,66.06906529646574
2.1498858447488582,520.0,60.30549184211644,0.0341772281479223,62.239953649169195
2.1498858447488582,580.0,52.90423349397402,0.0341772281479223,55.92998978421036
