maturity,strike,price,rate,heston_price
0.3279680365296804,160.0,133.4478778192159,0.0396299443517532,136.7077613261702
0.3279680365296804,190.0,107.63647181459936,0.0396299443517532,108.604015935105
0.3279680365296804,220.0,84.15904173892724,0.0396299443517532,83.24318485237247
0.3279680365296804,250.0,63.7304660729827,0.0396299443517532,62.273890783021606
0.3279680365296804,280.0,47.06971297476586,0.0396299443517532,46.19715143702024
0.3279680365296804,310.0,34.292511412413795,0.0396299443517532,34.39331115729417
0.3279680365296804,340.0,25.02090382489726,0.0396299443517532,25.85379302588845
0.3279680365296804,370.0,18.373433573979607,0.0396299443517532,19.662070456363644
0.3279680365296804,400.0,13.811738367681002,0.0396299443517532,15.125117596955306
0.3279680365296804,430.0,10.718563640002534,0.0396299443517532,11.75364682518051
0.3279680365296804,460.0,8.587140676834705,0.0396299443517532,9.209701375700774
0.3279680365296804,490.0,7.035706933298045,0.0396299443517532,7.260172976984208
0.3279680365296804,520.0,5.924178210508727,0.0396299443517532,5.743019051574905
0.3279680365296804,580.0,4.551904053778823,0.0396299443517532,3.582739552400824
0.4045662100456621,160.0,135.723984346649,0.0391632573558579,138.04701960551614
0.4045662100456621,190.0,110.73373057911692,0.0391632573558579,110.60576030130738
0.4045662100456621,220.0,88.29077998529499,0.0391632573558579,86.22987217765198
0.4045662100456621,250.0,68.66119197747112,0.0391632573558579,66.16213710193551
0.4045662100456621,280.0,52.37269260726517,0.0391632573558579,50.586470655160106
0.4045662100456621,310.0,39.77509806314038,0.0391632573558579,38.878542589268804
0.4045662100456621,340.0,30.173417047092144,0.0391632573558579,30.16979575633075
0.4045662100456621,370.0,23.10436744701239,0.0391632573558579,23.676150910872195
0.4045662100456621,400.0,17.963229222880358,0.0391632573558579,18.79022456716993
0.4045662100456621,430.0,14.357683580169647,0.0391632573558579,15.069624172792174
0.4045662100456621,460.0,11.716855602002395,0.0391632573558579,12.19918652495555
0.4045662100456621,490.0,9.820456683352273,0.0391632573558579,9.955198764827799
0.4045662100456621,520.0,8.304102333144476,0.0391632573558579,8.178022287530851
0.4045662100456621,580.0,6.341521486424894,0.0391632573558579,5.595331028105676
0.6511415525114155,160.0,142.06634720008694,0.0378472758231631,142.71996309153104
0.6511415525114155,190.0,119.3532179418078,0.0378472758231631,117.372382894739
0.6511415525114155,220.0,99.07287921245356,0.0378472758231631,95.46541840752337
0.6511415525114155,250.0,81.16526881760758,0.0378472758231631,77.39028911756384
0.6511415525114155,280.0,66.24605394912909,0.0378472758231631,62.90594122170524
0.6511415525114155,310.0,53.942934069614736,0.0378472758231631,51.46157874830142
0.6511415525114155,340.0,44.05484596035815,0.0378472758231631,42.45344103465019
0.6511415525114155,370.0,36.14196056348752,0.0378472758231631,35.345286055157956
0.6511415525114155,400.0,29.87928516499448,0.0378472758231631,29.702496650899107
0.6511415525114155,430.0,25.102805869022816,0.0378472758231631,25.18794302900217
0.6511415525114155,460.0,21.22357224956529,0.0378472758231631,21.545309428254285
0.6511415525114155,490.0,18.34692557906146,0.0378472758231631,18.58099706476021
0.6511415525114155,520.0,15.900873098713523,0.0378472758231631,16.148581334337493
0.6511415525114155,580.0,12.58,0.0378472758231631,12.459942533519381
0.9031963470319636,160.0,147.99866252864385,0.0367641652086872,148.0684645497717
0.9031963470319636,190.0,126.82477033545634,0.0367641652086872,124.38357178275518
0.9031963470319636,220.0,107.54599920229444,0.0367641652086872,104.10031346794565
0.9031963470319636,250.0,91.31336674851224,0.0367641652086872,87.28352275919491
0.9031963470319636,280.0,76.94915103628654,0.0367641652086872,73.57566482516052
0.9031963470319636,310.0,65.07045558415567,0.0367641652086872,62.46759407372639
0.9031963470319636,340.0,55.32351606213605,0.0367641652086872,53.457460730748494
0.9031963470319636,370.0,47.268982317988055,0.0367641652086872,46.11409126096767
0.9031963470319636,400.0,40.8,0.0367641652086872,40.08952644664089
0.9031963470319636,430.0,35.32,0.0367641652086872,35.110947538513514
0.9031963470319636,460.0,30.74264855379907,0.0367641652086872,30.966877161180648
0.9031963470319636,490.0,27.261736251401263,0.0367641652086872,27.49368825687617
0.9031963470319636,520.0,24.17,0.0367641652086872,24.56432878172822
0.9031963470319636,580.0,19.60762099783815,0.0367641652086872,19.960970356871485
1.229337899543379,160.0,154.57991379367326,0.0356955639496439,155.0853872052183
1.229337899543379,190.0,134.80293609520902,0.0356955639496439,133.04125161436184
1.229337899543379,220.0,119.04,0.0356955639496439,114.23759309308143
1.229337899543379,250.0,102.32252947052493,0.0356955639496439,98.50079020849338
1.229337899543379,280.0,89.02713379283874,0.0356955639496439,85.44889590898978
1.229337899543379,310.0,77.54485098531211,0.0356955639496439,74.64974511655745
1.229337899543379,340.0,68.07485077387935,0.0356955639496439,65.69908987861058
1.229337899543379,370.0,59.99880224559013,0.0356955639496439,58.2497414760404
1.229337899543379,400.0,53.026997604646034,0.0356955639496439,52.01615491479312
1.229337899543379,430.0,47.2676690053431,0.0356955639496439,46.768650720123674
1.229337899543379,460.0,42.18812055107651,0.0356955639496439,42.32439479121611
1.229337899543379,490.0,37.87177067041956,0.0356955639496439,38.53831449975665
1.229337899543379,520.0,34.224637829468016,0.0356955639496439,35.29515641506765
1.229337899543379,580.0,28.49710194255704,0.0356955639496439,30.08802352664543
2.1498858447488582,160.0,171.18492431224922,0.0341772281479223,174.603367106672
2.1498858447488582,190.0,154.95255228226256,0.0341772281479223,155.96727293117976
2.1498858447488582,220.0,140.3389850253708,0.0341772281479223,139.92436972491714
2.1498858447488582,250.0,127.12745467851876,0.0341772281479223,126.15034103042272
